product_idea,potential_market,trend_of_demand,market_acceptance,stability_of_demand,label
home essentials shop,4356,20.83,40.22,46.74,1
home essentials shop,26,12.08,40.7,20,1
home essentials shop,20,12,40,20,1
home essentials shop,454,10.17,40.23,-1.05,0
home essentials shop,40,11.42,40.15,-71.67,0
home essentials shop,35,12.17,40.24,-13.33,0
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,234,11.42,40.31,-20,0
home essentials shop,40,11.75,40.44,53.33,1
home essentials shop,20,12,40,20,1
home essentials shop,5127,-153.42,40.26,-78.75,0
home essentials shop,24934,-9.67,40.27,0,0
home essentials shop,21,12,40.46,20,1
home essentials shop,3105,10.75,40.23,-30,0
home essentials shop,29,12.08,40.02,-55,0
home essentials shop,2196,2.42,40.3,31.61,1
home essentials shop,64,11.83,40.47,70,1
home essentials shop,33,11.92,40.18,420,1
home essentials shop,83,12.08,40.61,105.71,1
home essentials shop,20,12,40,20,1
home essentials shop,235,12,40.25,144,1
home essentials shop,21,12,40.22,120,1
home essentials shop,2012,1.17,40.25,3.98,0
home essentials shop,1446,4.67,40.26,-27.68,0
home essentials shop,20,12,40,20,1
home essentials shop,369,13.25,40.31,-20,0
home essentials shop,1811,-1.75,40.25,-50.31,0
home essentials shop,186,11.5,40.46,120,1
home essentials shop,20,12,40,20,1
home essentials shop,88,12.25,40.6,120,1
home essentials shop,175,12.33,40.26,-13.33,0
home essentials shop,20,12,40,20,1
home essentials shop,32,12,40.16,15,1
home essentials shop,20,12,40,20,1
home essentials shop,30,12.25,40.06,20,1
home essentials shop,305,11.5,40.29,-6.92,0
home essentials shop,53,11.92,40.38,320,1
home essentials shop,137,11.75,40.48,20,1
home essentials shop,245,11,40.64,-14.78,0
home essentials shop,32,12,40.75,15,1
home essentials shop,2128,21.92,40.31,-4.24,0
home essentials shop,20,12,40,20,1
home essentials shop,1730,21.17,40.15,10,0
home essentials shop,23,11.75,40.32,-80,0
home essentials shop,5724,14.33,40.31,37.23,1
home essentials shop,694,5.5,40.36,-52.13,0
home essentials shop,10065,14.33,40.32,763.1,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,139,8.5,40.59,-80,0
home essentials shop,33,11.75,40.39,-13.33,0
home essentials shop,20,12,40,20,1
home essentials shop,164,12.08,40.2,210,1
home essentials shop,185,11.75,40.35,-30,0
home essentials shop,20,12,40,20,1
home essentials shop,2359,38,40.27,15.88,1
home essentials shop,889,11.58,40.33,-53.53,0
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,1751,28.92,40.21,7.8,0
home essentials shop,4177,-17.75,40.24,-31.66,0
home essentials shop,39,12.08,40.37,20,1
home essentials shop,33,12.67,40.32,20,1
home essentials shop,27,11.75,40.09,20,1
home essentials shop,20,12,40,20,1
home essentials shop,22,11.92,40.1366,-80,0
home essentials shop,20,12,40,20,1
home essentials shop,23,12,40.45,20,1
home essentials shop,1281,16.42,40.39,495.47,1
home essentials shop,26826,72,40.3,-26.12,0
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,22,12,39.76,15,1
home essentials shop,10894,-559.33,39.74,-79.72,0
home essentials shop,40,12.42,40.31,20,1
home essentials shop,37,12,40.39,20,1
home essentials shop,20,12,40,20,1
home essentials shop,29,12.25,40.17,15,1
home essentials shop,5998,6.92,40.23,41.35,1
home essentials shop,20,12,40,20,1
home essentials shop,64,11.83,40,-30,0
home essentials shop,20,11.92,40.2,-80,0
home essentials shop,2963,-4.42,40.21,44.2,0
home essentials shop,20,12,40,20,1
home essentials shop,41,11.5,40.43,36.67,1
home essentials shop,274,12.08,40.36,28.33,1
home essentials shop,12897,-27,40.32,45.78,0
home essentials shop,48,12.17,40.34,20,1
home essentials shop,82,11.25,40.28,3.33,0
home essentials shop,20,12,40,20,1
home essentials shop,114,11.08,40.52,-30,0
home essentials shop,20,12,40,20,1
home essentials shop,237,11.58,40.26,-30,0
home essentials shop,43,12.17,40.41173462,153.3333333,1
home essentials shop,4588,-44.17,40.35,-74.93,0
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,893,6.33,40.31,-71.46,0
home essentials shop,25,12,40.02,20,1
home essentials shop,1050,12.17,40.26,5.71,0
home essentials shop,88,12.67,40.33,120,1
home essentials shop,273,12,40.25,15,1
home essentials shop,20,12,40,20,1
home essentials shop,45,11.75,40.18,-8.57,0
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12.08,40.153525,-80,0
home essentials shop,55,11.83,40.23,-22.86,0
home essentials shop,34,11.92,40.15,120,1
home essentials shop,20,12,40,20,1
home essentials shop,111,11,40.32,67.62,1
home essentials shop,23321,-554.08,40.21,-69.72,0
home essentials shop,29,12.17,39.81,-80,0
home essentials shop,22,12,40.36,20,1
home essentials shop,82,13.33,40.25,40,1
home essentials shop,742,12,40.23,15.45,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,123,12.17,40.3,81.54,1
home essentials shop,20,12,40,15,1
home essentials shop,21491,-29.58,40.22,-9.9,0
home essentials shop,92,12.83,40.38,75.56,1
home essentials shop,809,10.92,40.33,20.99,1
home essentials shop,394,9.25,40.32,-34.39,0
home essentials shop,21,11.92,40.38,-30,0
home essentials shop,46,12.33,40.18,320,1
home essentials shop,7493,67,40.35,3.87,0
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,20,12.08,40,15,1
home essentials shop,31,12.08,40.39084286,220,1
home essentials shop,20,12,40,20,1
home essentials shop,511,11.83,40.17,3086.67,1
home essentials shop,26,11.92,40.24,420,1
home essentials shop,20,12,40,20,1
home essentials shop,22,12.17,40.04,-80,0
home essentials shop,4874,12.5,40.22,908.39,1
home essentials shop,31,12.17,40.9393,20,1
home essentials shop,65738,-98.58,40.31,-34.04,0
home essentials shop,20,12,40.11,15,1
home essentials shop,37,11.83,40.31,-80,0
home essentials shop,21,11.83,39.79,-80,0
home essentials shop,20,12,40,20,1
home essentials shop,20,12,40,20,1
home essentials shop,85,12,40.34,20,1
home essentials shop,1433,3.5,40.18,-21.67,0
home rental business,20,12,40,20,1
home rental business,20,12,40,20,1
home rental business,146,12.42,40.45,-80,0
home rental business,25,12,40.1,220,1
home rental business,20,12,40,20,1
home rental business,1070,11.75,40.24,58.37,1
home rental business,20,12,40,20,1
home rental business,104,12.17,40.26,-68.89,0
home rental business,20,12,40,20,1
home rental business,197,11.83,40.31,114.44,1
home rental business,20,12,40,20,1
home rental business,32,12.42,40.29,520,1
home rental business,971,9.83,40.22,-20.82,0
home rental business,20,12,40,20,1
home rental business,28,11.75,40.21,-55,0
home rental business,232,9.42,40.18,-25.95,0
home rental business,23,11.92,40.77,-80,0
home rental business,35951,12.33,40.11,230686.67,1
home rental business,20,12,40,20,1
home rental business,20,12,40,20,1
home rental business,20,12,40,20,1
home rental business,42,11.42,40.28,10,0
home rental business,22,12.08,40.09,15,1
home rental business,130,10.42,40.11,-30,0
home rental business,231,11.75,39.94,-30,0
home rental business,82,12,40.43,70,1
home rental business,2688,-26.92,40.19,-65.98,0
home rental business,20,12,40,20,1
home rental business,20,12,40,20,1
home rental business,1131,16.08,40.37,8.71,0
home rental business,2102,12.5,40.2,21.2,1
home rental business,75,11.08,40.25,-52.73,0
home rental business,127,11.75,40.16,-21.67,0
home rental business,1195,8.25,40.27,4.09,0
home rental business,2243,35.42,40.2,-4.62,0
home rental business,47,12.08,40.4,20,1
home rental business,20,12,40,20,1
home rental business,6889,23.08,40.26,99.07,1
home rental business,20,12,40,20,1
home rental business,20,12,40,20,1
home rental business,20,12,40,20,1
home rental business,20,12,40,20,1
home rental business,2675,18,40.26321721,35.71428571,1
home rental business,20,12,40,20,1
home rental business,12513,-19.58,40.25,89.54,0
homemade,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,21,11.92,40,-80,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,184,11.67,40.51,9.47,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,11.83,40.29,-30,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,74,11.67,40.27,-7.78,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,33,11.67,40.45,-60,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,81,11.42,40.36,-41.9,0
homemade beverage or palamig business,272,12.25,40.12,3220,1
homemade beverage or palamig business,24,12,40.54,15,1
homemade beverage or palamig business,25,11.83,39.49,-80,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,11.92,40.76,-80,0
homemade beverage or palamig business,453,11.92,40.56,-13.33,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,25,12.33,40.4,15,1
homemade beverage or palamig business,20,11.92,40.21,-80,0
homemade beverage or palamig business,793,11.92,40.35,28.7,1
homemade beverage or palamig business,22,11.83,40.56,-80,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,21,12,40,15,1
homemade beverage or palamig business,26,11.92,40.4,220,1
homemade beverage or palamig business,23,12,40.56,-80,0
homemade beverage or palamig business,74,12.67,40.37,-13.33,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,23,12.17,40.19,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,180,12.17,40.04,1445,1
homemade beverage or palamig business,114,12.33,40.32,400,1
homemade beverage or palamig business,1998,13.83,40.19,52,1
homemade beverage or palamig business,20,12,40.22,15,1
homemade beverage or palamig business,38,11.58,40.24,-30,0
homemade beverage or palamig business,31,12.17,40.04,15,1
homemade beverage or palamig business,20,12.08,40.95,20,1
homemade beverage or palamig business,26,12,40.28,15,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,21,11.83,40.35,20,1
homemade beverage or palamig business,23,12,40.05,420,1
homemade beverage or palamig business,29,12,40.37,520,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,28,11.83,40.25,-30,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,11.92,40.93,-80,0
homemade beverage or palamig business,22,12.08,40,20,1
homemade beverage or palamig business,121,11.42,40.34,-16.36,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,11.92,40.36,-80,0
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,192,10.67,40.33,-15.29,0
homemade beverage or palamig business,33,12,40.47,20,1
homemade beverage or palamig business,28,12.25,40.26,-30,0
homemade beverage or palamig business,22,12,40.09,15,1
homemade beverage or palamig business,40,11.5,40.36,36.67,1
homemade beverage or palamig business,32,12.42,40.36,15,1
homemade beverage or palamig business,56,12.08,40.34,15,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,20,12,40,20,1
homemade beverage or palamig business,1334,8.42,40.28,9.81,0
homemade beverage or palamig business,20,12,40,20,1
hygiene product,20,12,40,20,1
hygiene product,347,12.92,40.31,35.38,1
hygiene product,23,11.92,40.77,120,1
hygiene product,470,9.17,40.37,-67.23,0
hygiene product,24,12.33,40.49,20,1
hygiene product,197,13.75,40.53,53.33,1
hygiene product,32,11.75,40.18,-46.67,0
hygiene product,22,12.17,40,20,1
hygiene product,22,12,40.66,20,1
hygiene product,3124,-21.83,40.22,-60.3,0
hygiene product,110,11.33,40.36,-42.5,0
hygiene product,34,12.33,39.89,15,1
hygiene product,339,12.42,40.26,6.21,0
hygiene product,20,12,40,20,1
hygiene product,20,12,40,20,1
hygiene product,28,11.25,40.32,-35.56,0
hygiene product,20,12,40,20,1
hygiene product,20,12,40,20,1
hygiene product,20,12,40,20,1
hygiene product,1852,-22.58,40.38,-80,0
hygiene product,186,12.33,40.28,136.67,1
internet shop,20,12,40,20,1
internet shop,20,12,40,20,1
internet shop,21,12,39.47,15,1
internet shop,20,12,40,20,1
internet shop,20,12,40,20,1
internet shop,23,11.92,40.09,120,1
internet shop,23,11.92,40.09,120,1
internet shop,22,12,39.89,15,1
internet shop,20,12,40,20,1
internet shop,208,8.67,40.06,-53.17,0
jewelry shop,20,12,40,20,1
jewelry shop,448,12.75,40.42,53.33,1
jewelry shop,378,10.33,40.33,179.26,1
jewelry shop,23,11.92,40.36,-80,0
jewelry shop,20,12,40,20,1
jewelry shop,20,12,40,20,1
jewelry shop,20,12,40,20,1
jewelry shop,6752,-55.08,40.47,-22.2,0
jewelry shop,20,12,40,20,1
jewelry shop,20,12,40,20,1
jewelry shop,70,11.5,40.42,-55,0
jewelry shop,250,12.58,40.26,40,1
jewelry shop,312,11.58,40.4,83.33,1
jewelry shop,20,12,40,20,1
jewelry shop,15822,-42.5,40.38,25.86,0
jewelry shop,20,12,40,20,1
jewelry shop,30156,11.67,40.23,19.79,1
jewelry shop,20,12,40,20,1
jewelry shop,606,12.08,40.38,49.17,1
jewelry shop,50,12.17,40.42,20,1
jewelry shop,8356,10.33,40.33,65.07,1
jewelry shop,20,12.08,40.47,20,1
jewelry shop,79,11.67,40.29,34.29,1
jewelry shop,36,12,40.23,120,1
jewelry shop,1095,12.33,40.49,107.27,1
jewelry shop,22,12,39.85,20,1
jewelry shop,1011,30.08,40.32,124.55,1
jewelry shop,20,12,40,20,1
jewelry shop,22,12.08,40.71,20,1
jewelry shop,22,11.83,40.44,-80,0
jewelry shop,22,12.17,39.94,-80,0
jewelry shop,20,12,40,20,1
jewelry shop,22,11.92,40.5,20,1
jewelry shop,20,12,40,20,1
jewelry shop,20,12,40,20,1
jewelry shop,20,12,40,20,1
jewelry shop,20,12,40,20,1
jewelry shop,718,5.5,40.29,-41.74,0
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,1643,8.17,40.21,-8.09,0
kitchen supply store,21,12.08,40.5719,20,1
kitchen supply store,35,11.83,40.43,-80,0
kitchen supply store,24,12.08,40.01,15,1
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,3128,4.33,40.29819788,-18.04627249,0
kitchen supply store,73,11.17,40.3,-49.23,0
kitchen supply store,2157,9.33,40.27,-23.68,0
kitchen supply store,2324,17.42,40.25,56.96,1
kitchen supply store,20,12,40,20,1
kitchen supply store,634,13,40.28,78.82,1
kitchen supply store,20,12,40,20,1
kitchen supply store,23,11.83,40.76,-80,0
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
kitchen supply store,353,12.25,40.35,-40,0
kitchen supply store,64,12.17,40.49,820,1
kitchen supply store,1305,8.5,40.19,-27.73,0
kitchen supply store,20,12,40,20,1
kitchen supply store,20,12,40,20,1
knife shop,321,12.17,40.01,3.33,0
knife shop,20,12,40,20,1
laundry shop,510,10.67,40.36,24.35,1
laundry shop,34,13.17,40.02,-80,0
laundry shop,20,12,40,20,1
lingerie shop,1565,15.42,40.29,16.67,1
liquor store,20,12,40,20,1
liquor store,350,12.25,40.29,15.24,1
liquor store,33,12.17,40.12,20,1
liquor store,28,12.08,40.05,-80,0
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,413,15.58,40.19,-20,0
liquor store,42,12,40.29,20,1
liquor store,80,11.58,40.26,57.5,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,1576,14.33,40.3,6.79,0
liquor store,350,12.17,40.2,34.29,1
liquor store,113,11.75,40.34,26.67,1
liquor store,136,12.08,40.18,-5,0
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,82,12.25,40.3,420,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,8524,-45.17,40.38,-44.68,0
liquor store,20,12,40,20,1
liquor store,21,12.17,40.58,20,1
liquor store,67,13.58,39.92,20,1
liquor store,915,12.42,39.99,286.67,1
liquor store,20,12,40,20,1
liquor store,21,12.08,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,76,11.83,40.37,-80,0
liquor store,20,12,39.2,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,153,12.08,40.31,70,1
liquor store,1126,19.5,40.41905617,83.63636364,1
liquor store,50,12.42,40.29,320,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,20,12,40,20,1
liquor store,144,12.67,40.22,31.11,1
liquor store,24,12.08,40.08,20,1
liquor store,20,12,40,20,1
liquor store,27,11.75,40.93,-80,0
liquor store,20,12,40,20,1
liquor store,24,12.08,40.03,20,1
loan business,20,12,40,20,1
loan business,453,10,40.44,7.95,0
loan business,155,12,40.73,15,1
loan business,29,12,40.11,-80,0
loan business,1154,13.08,40.22,123.28,1
loan business,607,11.92,40.29,48.57,1
loan business,10659,38.5,40.18,18.31,1
loan business,453,10,40.44,7.95,0
loan business,20,12,40,20,1
local grocery store business,25,11.67,40.47,-60,0
local grocery store business,38,11.75,40.41,-5,0
local grocery store business,140,11.5,40.43,70,1
local grocery store business,74,13,40.37,-80,0
local grocery store business,21,12.08,40.4,-80,0
local grocery store business,20,12,40,20,1
local grocery store business,20,12.08,40,20,1
local grocery store business,20,12,40,20,1
local grocery store business,20,12,40,20,1
local grocery store business,179,11.42,40.27,9.47,0
local grocery store business,20,12,40,20,1
local grocery store business,131,11.75,40.14,-7.27,0
local grocery store business,25,12,40.72,-80,0
local grocery store business,41,12.08,40.12,-80,0
local grocery store business,207,12.5,40.37,253.33,1
local grocery store business,281,15.67,40.1,-22.86,0
local grocery store business,20,12,40,20,1
local grocery store business,564,11.25,40.23,58,1
local grocery store business,20,12,40,20,1
local grocery store business,20,12,40,20,1
local grocery store business,21,12.17,40.12,20,1
local grocery store business,29,11.5,40.65,-51.43,0
local grocery store business,10314,-0.92,40.18,-4.81,0
local grocery store business,107,13,40.22,240,1
local grocery store business,16130,-5.67,40.25,-20.17,0
local grocery store business,28,12.08,40.22,15,1
local grocery store business,240,11.42,40.19,-35,0
local grocery store business,20,12,40,20,1
local grocery store business,20,12,40,20,1
local grocery store business,21,12,40.94,20,1
local grocery store business,35,11.83,40.53,-46.67,0
local grocery store business,791,13.42,40.26,12.93,0
local grocery store business,73,12.17,40.22,3.33,0
local grocery store business,105,11.92,40.17,-20,0
local grocery store business,2047,-4.67,40.27,-46.43,0
local grocery store business,36,11.92,40.18,-30,0
local grocery store business,789,12.67,40.07,5900,1
local grocery store business,20,12,40,20,1
local grocery store business,28,12.08,40.4257,-80,0
local grocery store business,23,11.92,40.44,20,1
local grocery store business,21,11.83,40.13,-80,0
local grocery store business,39,11.75,40.4,-80,0
local grocery store business,20,12,40,20,1
local grocery store business,5373,32.08,40.31,16.46,1
local grocery store business,20,12,40,20,1
local grocery store business,150,12,40.25,220,1
local grocery store business,180,12.83,40.35,100,1
local grocery store business,49,12,40.18,15,1
local grocery store business,20,12,40,20,1
local grocery store business,90,11.83,40.17,20,1
local grocery store business,22,12.17,40,15,1
local grocery store business,20,12,40,20,1
local grocery store business,22,12,40.28,20,1
local grocery store business,184,10.92,40.2,148.57,1
local grocery store business,20,12,40,20,1
local grocery store business,40,12.33,40.31,15,1
local grocery store business,21,12,39.92,15,1
local grocery store business,21,11.92,40,-80,0
local grocery store business,20,12,40,20,1
local grocery store business,2101,11.83,40.34,3.92,0
local grocery store business,264,13,40.3,45,1
local grocery store business,21,12,40.5,20,1
local grocery store business,20,12,40,20,1
local grocery store business,20,12,40,20,1
local grocery store business,66,12.08,40.113275,60,1
local grocery store business,21,12.08,40.37,20,1
local grocery store business,1585,17.17,40.25,5.8,0
local grocery store business,281,9.58,40.32,-21.38,0
local grocery store business,20,12,40,20,1
local grocery store business,436,11.42,40.19,26.25,1
local grocery store business,1744,12.42,40.27,15.24,1
local grocery store business,52,12,40.61,20,1
local grocery store business,101,11.75,40.15,30,1
local grocery store business,20,12,40,20,1
local grocery store business,659,11,40.22,93.68,1
local grocery store business,20,12,40,20,1
local grocery store business,42,12.17,40.47,60,1
local grocery store business,65,11.5,40.45,57.5,1
local grocery store business,20,12,40,20,1
local grocery store business,20,12,40,20,1
lugaw/arozz caldo/goto business,22,12,39.49,15,1
lugaw/arozz caldo/goto business,20,12,40,20,1
lugaw/arozz caldo/goto business,20,12,40,20,1
lugaw/arozz caldo/goto business,20,12,40,20,1
lugaw/arozz caldo/goto business,21,11.92,40.42,-80,0
lugaw/arozz caldo/goto business,20,12,40,20,1
lugaw/arozz caldo/goto business,88,11.42,40.23,-22.86,0
lugaw/arozz caldo/goto business,150,12.17,40.26,57.5,1
lugaw/arozz caldo/goto business,24012,20.25,40.17,28.46,1
lugaw/arozz caldo/goto business,20,12,40,20,1
mask face shield,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,23,12,40,15,1
meal plan and delivery,22,12.08,40.17,-80,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,211,11.92,40.38,1.82,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,87,12.33,40.6,-80,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,659,10.58,40.44,-80,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12.08,40,20,1
meal plan and delivery,20,12.08,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,40,12,40.41,15,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,26,12.25,40,20,1
meal plan and delivery,21,12.08,39.68,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,15,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,131,11.83,40.37,-37.14,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,22,12,40.32382,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,26,12.17,40.28,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,66,11.33,40.06,-72.31,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,21,12.17,40.36,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,37,12.5,39.95,20,1
meal plan and delivery,57,11.75,40.22,-13.33,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,22,12.17,40.78,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,37,11.67,40.27,-30,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,21,12.08,40.46,20,1
meal plan and delivery,26,11.83,40.49,-80,0
meal plan and delivery,20,12,40,20,1
meal plan and delivery,20,12.17,40,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,23,12.08,40.36,20,1
meal plan and delivery,20,12,40,20,1
meal plan and delivery,26,11.75,40.41,20,1
meal plan and delivery,20,12,40,20,1
meat shop,20,12,40,20,1
meat shop,56,11.25,40.36,-80,0
meat shop,20,11.92,40,-80,0
meat shop,128,12,40.09,320,1
meat shop,922,9.67,40.3,35.6,1
meat shop,20,12,40,20,1
meat shop,49,12,40.06,15,1
meat shop,20,12,40,20,1
meat shop,283,13.67,40.35,140,1
meat shop,7339,-31.08,40.22,-23.67,0
meat shop,22,12.33,40.36,-80,0
meat shop,52,11.92,40.65,-30,0
meat shop,20,12,40,20,1
meat shop,1146,11.5,40.3,-17.06,0
meat shop,21,11.92,40.38,-80,0
meat shop,156,12,40.32,20,1
meat shop,24,11.92,40.6,120,1
medical supply store,8043,-185.25,40.43,-79.37,0
medical supply store,185,11.33,39.87,30,1
medical supply store,24,12.08,40.05,20,1
medical supply store,148,12.42,40.01,53.33,1
medical supply store,2893,24.17,40.15,-17.5,0
medical supply store,164,11.67,39.79,-80,0
medical supply store,69,12,40.1,120,1
medical supply store,117,11.5,40.09,-5,0
medical supply store,30,12.08,39.94,120,1
medical supply store,41,11.75,40.46,-80,0
medical supply store,22,12,40.12,15,1
medical supply store,20,12,40,20,1
medical supply store,20,12,40,20,1
medical supply store,28,12,40.16,520,1
medical supply store,21,12,39.91,15,1
medical supply store,20,12,40,20,1
medical supply store,20,12,40,20,1
medical supply store,20,12,40,20,1
medical supply store,47,12.25,40.26,-37.14,0
medical supply store,4844,-1,40.34,37.33,0
medical supply store,20,12,40,20,1
medical supply store,5356,14.25,40.34,2308.37,1
medical supply store,20,12,40,20,1
medical supply store,20,12,40,20,1
medical supply store,4089,43.25,39.96,-8.35,0
medical supply store,20,12.08,39.64,20,1
medical supply store,20,12,40,20,1
medical supply store,20,12.08,39.24,20,1
medical supply store,25,12,40,20,1
medical supply store,20,12,40,20,1
medical supply store,7825,-176.75,40.39,-78.67,0
medical supply store,102,10.42,40,-30,0
medical supply store,20,12.08,39.9,15,1
medical supply store,54,11.75,40.31,-40,0
medical supply store,8395,-5.67,40.14,-6.61,0
medical supply store,22,11.92,40.56,-80,0
medical supply store,43,12,40.64,15,1
medical supply store,174,12.67,40.34,720,1
medical supply store,20,12,40,20,1
medical supply store,20,12,40,20,1
medical supply store,20,12,40.42,15,1
medical supply store,485,7.83,40.36,-30,0
medical supply store,312,12.08,40.27,10.91,0
medical supply store,21,11.92,39.76,120,1
medical supply store,93,11.83,40.27,31.11,1
medical supply store,2590,8.08,40.19,-5.32,0
medical supply store,20,12,40,20,1
medical supply store,28,12.42,39.29,20,1
medical supply store,51,11.75,40.35,-60,0
medical supply store,26,12.17,40.53,-80,0
medical supply store,20,12,40,20,1
medical supply store,24,12,39.47,20,1
medical supply store,29,11.75,39.79,-46.67,0
medical supply store,22,12,40.59,15,1
medical supply store,1320,12.67,40.24,21.96,1
medical supply store,20,12,40,20,1
medical supply store,21,12,39.68,20,1
medical supply store,20,12,40,20,1
medical supply store,233,13.5,40.28,-2.22,0
medical supply store,20,12,40,20,1
medical supply store,21,11.92,40.23,-80,0
medical supply store,20,12,40,20,1
medical supply store,21,11.83,39.54,-30,0
medical supply store,51,11.92,40.74,20,1
medical supply store,3412,14.58,40.54,14.59,0
medical supply store,20,12,40,20,1
medical supply store,74,12.58,39.52,270,1
medical supply store,28,12.5,39.95,15,1
medical supply store,43474,-46.92,40.27,11.68,0
medical supply store,20,12,40,20,1
medical supply store,22,12,40,20,1
medical supply store,36,12,40.03,-80,0
medicine drug store,20,12,40,20,1
medicine drug store,20,12,40,20,1
medicine drug store,20,12,40,20,1
medicine drug store,21,12.08,40,20,1
milk tea business,20,12,40,20,1
