market_acceptance,stability_of_demand,trend_of_demand,potential_market,label,product_idea
40.41,177.14,12.00,124,1,mobile game
40.08,2.42,11.50,392,0,customer service
40.22,-17.36,-6.67,2552,0,face shield
40.12,-60.43,900.25,62140,0,vaccine
39.98,15.00,26.42,23,1,webstore
40.00,20.00,12.00,20,1,buffalo chicken wing
40.37,15.00,12.17,63,1,fish fillet
40.21,15.00,12.42,109,1,pornography
40.42,-29.02,9.83,486,0,workshop
40.00,20.00,12.00,20,1,vintage shop
40.84,20.00,12.00,26,1,paper binder
40.44,7.95,10.00,453,0,credit card
40.30,50.89,-2.42,50515,0,book
40.22,3.33,12.17,73,0,grocery store
40.29,-17.21,87.17,6633,0,theater
40.61,-45.38,2.00,994,0,raffle
40.32,40.00,11.67,185,1,seminar
40.30,220.00,12.67,122,1,magnet
40.27,-5.00,12.08,72,0,licensure
40.38,-62.24,-32.50,6769,0,magazine
40.00,20.00,12.00,20,1,fil festival
40.21,30.42,11.08,891,1,noodle
40.33,-13.76,4.92,1856,0,investment
39.47,15.00,12.00,28,1,disc brake
40.32,19.23,7.75,1070,1,garden
40.71,20.00,12.00,20,1,recreation room
40.26,-7.27,10.17,995,0,marketing
40.39,270.00,11.67,1411,1,cotton
40.08,-9.89,-215.67,18917,0,election
40.16,20.00,12.00,26,1,flower farm
40.42,53.33,11.83,29,1,greenery
40.00,20.00,12.00,20,1,cookin pan
40.36,-17.38,14.00,649,0,tourism
40.41,-80.00,3.08,296,0,broccoli
40.25,17.35,6.75,2210,1,battery
39.99,-80.00,11.92,20,0,jigsaw puzzle
40.50,297.78,206.25,9281,1,christma
40.01,15.00,12.08,24,1,chili flake
40.00,20.00,12.00,20,1,cook class
40.57,-46.67,12.25,39,0,parachute
40.33,4.21,11.17,171,0,doughnut
40.46,-2.58,10.00,383,0,gasoline
40.35,-60.00,11.75,51,0,pharmacy
40.24,58.37,11.75,1070,1,apartment
40.43,-80.00,11.83,35,0,chili garlic sauce
40.45,57.50,11.50,65,1,nutella
40.30,49.41,11.83,382,1,golf
40.12,20.00,12.17,33,1,soft drink
40.31,320.00,12.92,63,1,manicure
40.20,127.69,12.83,547,1,museum
40.00,20.00,12.00,48,1,aluminum foil
40.22,93.68,11.00,659,1,nugget
40.14,-6.61,-5.67,8395,0,hospital
40.35,-1.14,7.92,2846,0,fruit
40.60,-30.00,11.58,60,0,wedding reception
40.34,-37.14,14.67,1134,0,volleyball
40.29,48.57,11.92,607,1,finance
40.25,220.00,12.00,150,1,mannequin
40.15,11.07,7.83,474,0,orientation
40.44,70.00,13.67,190,1,shanghai
40.31,16.46,32.08,5373,1,milk
40.16,-3.08,11.00,178,0,cemetery
39.68,20.00,17.92,606,1,terrorism
40.29,-77.69,-89.25,19565,0,jersey
40.26,-55.08,-129.08,13606,0,photography
40.65,15.00,12.00,26,1,advertisment
40.26,40.00,12.58,250,1,earring
40.21,-34.77,-68.00,15608,0,campaign
40.16,-80.00,12.00,37,0,ticket selling
40.36,-30.00,7.83,485,0,supplier
40.20,520.00,12.50,109,1,megamall
40.28,-1.50,6.00,1088,0,bible
40.00,20.00,12.00,20,1,online food order
40.33,-4.62,4.33,2107,0,poster
40.94,20.00,12.00,21,1,food recipe
40.10,86.67,12.25,175,1,recollection
40.22,-6.12,6.92,8972,0,opera
40.21,-61.77,-2.83,6240,0,clinic
40.37,-36.35,-379.25,86933,0,ship
40.37,170.00,10.67,979,1,billboard
40.73,-7.83,-19.17,13450,0,giveaway
40.00,20.00,12.00,20,1,vulcanize shop
40.00,20.00,12.00,20,1,cook book
40.46,120.00,11.50,186,1,stove
40.00,20.00,12.00,20,1,chili garlic beef
40.37,-7.78,10.08,557,0,brownie
40.28,3.33,11.25,82,0,office chair
40.19,-71.37,-22.08,2207,0,passport
40.28,-2.22,13.50,233,0,sanitizer
40.00,-55.00,12.00,67,0,business establishment
40.30,32.50,11.92,1202,1,halloween
40.63,-58.26,-148.50,11172,0,anniversary
40.38,85.17,8.00,4448,1,guitar
40.43,120.00,12.17,33,1,computer game
40.34,15.00,12.00,116,1,talkshow
40.42,-66.42,6.25,279,0,translator
40.30,153.33,12.58,29,1,online payment
40.46,-3.81,11.42,601,0,vitamin
40.38,55.48,12.33,295,1,kimchi
40.23,25.68,6.83,884,1,transportation
39.84,20.00,12.08,20,1,school supply
40.28,-15.48,4.92,2009,0,cinema
40.26,513.33,21.83,774,1,firework
40.40,54.20,24.42,7465,1,park
40.26,87.74,13.33,14512,1,heritage
40.33,-53.53,11.58,889,0,slipper
40.38,58.63,-8.08,5338,0,debut
40.30,15.00,12.25,31,1,pencil case
40.29,34.29,11.67,79,1,pendant
40.00,20.00,12.00,20,1,vaccum clean
40.35,38443.08,15.50,20494,1,certification
40.49,-80.00,11.92,23,0,architectural design
40.56,-80.00,11.83,22,0,celery juice
40.00,20.00,12.00,20,1,support program
40.00,220.00,11.75,386,1,climate change
40.49,-30.00,11.67,88,0,video editing
40.43,20.00,11.92,32,1,apple product
40.23,-22.86,11.42,88,0,champorado
40.27,15.88,38.00,2359,1,spotify
40.33,69.45,14.92,2588,1,playlist
40.30,199.15,20.25,9787,1,youtube
40.37,-66.96,11.17,123,0,lobster
40.27,9.47,11.42,179,0,popcorn
40.00,20.00,12.00,20,1,ubrella
40.23,-1.05,10.17,454,0,closet
40.84,-80.00,11.83,22,0,cobwebs
40.33,7.50,12.58,167,0,wishlist
40.10,-6.67,12.17,151,0,debit card
40.29,-31.14,16.67,1427,0,hairstyle
40.26,26.25,22.17,4894,1,stock
40.57,-23.71,19.17,5317,0,collaboration
40.30,3.87,11.92,473,0,adobo
40.29,58.64,11.50,794,1,football
40.00,20.00,12.00,20,1,delibiration
40.00,20.00,12.00,20,1,pottasium
40.00,20.00,12.00,20,1,workout schedule
40.24,670.00,12.25,242,1,abortion
40.17,-13.33,11.17,249,0,professionalism
40.04,245.42,326.08,28233,1,cookie
40.41,-9.41,10.75,240,0,photobook
40.25,20.00,12.50,67,1,peppermint
40.75,15.00,12.00,32,1,countertop
40.27,-9.55,10.58,3946,0,farm
39.99,286.67,12.42,915,1,pepsi
40.48,-80.00,12.00,21,0,gasoline station
40.31,-4.24,21.92,2128,0,shower
40.00,20.00,12.00,20,1,spoonflower shop
40.10,53.33,13.42,148,1,tinder
40.19,95.00,11.83,38,1,calculator
40.29,32.50,12.67,2357,1,basket
40.17,-24.21,-177.83,25897,0,bill
40.00,20.00,12.00,20,1,pavement shop
40.10,-74.44,11.17,179,0,oregano
40.00,20.00,12.00,20,1,community store
40.28,58.33,11.92,460,1,lazada
40.35,28.70,11.92,793,1,cocktail
40.00,20.00,12.00,20,1,learn material
40.16,-51.88,9.75,175,0,divorce
40.00,20.00,12.00,20,1,operate room
40.26,36.67,12.42,219,1,swimsuit
40.31,7472.24,11.33,20915,1,marriage
40.48,20.00,11.75,137,1,rosary
40.00,20.00,12.00,20,1,adaption
40.41,10.91,13.00,168,0,pastry
39.96,62.91,20.17,66840,1,fire
40.65,20.00,12.00,20,1,vaseline
40.31,-22.86,11.67,33,0,caviar
40.38,320.00,11.92,53,1,stroller
40.54,20.00,12.00,51,1,graduate program
40.01,212.86,11.92,86,1,online banking
40.01,15.00,12.50,70,1,police station
40.32,69.88,-26.92,14157,0,interview
40.28,20.00,11.92,22,1,airbus
40.15,-22.11,10.42,236,0,monument
40.33,-21.58,-336.83,11605,0,gcash
40.31,15.00,12.58,292,1,programming
39.85,20.00,12.00,22,1,service plan
40.00,20.00,12.00,20,1,application store
40.31,-17.47,11.42,4019,0,instagram
39.77,32.50,14.58,160,1,firearm
40.31,-71.14,-113.42,9658,0,honey
39.70,-80.00,11.92,47,0,barong tagalog
40.29,-10.41,108.92,23080,0,twitter
40.00,20.00,12.00,20,1,checkbook
40.24,-37.89,11.08,255,0,sinigang
40.18,-25.95,9.42,232,0,warehouse
40.00,-80.00,12.00,21,0,flashcard
39.96,-8.35,43.25,4089,0,drug
40.09,-80.00,13.42,86,0,toll gate
40.21,9.19,11.92,724,0,uniform
40.35,-40.00,12.25,353,0,biscuit
40.30,31.61,2.42,2196,1,fabric
40.22,213.33,11.50,2439,1,documentary
39.81,15.00,12.00,28,1,living expense
40.23,-8.07,1.92,2183,0,netflix
40.40,576.92,11.17,1403,1,salon
39.60,15.00,12.00,23,1,funeral service
40.59,60.24,9.67,1128,1,entertainment
40.00,20.00,12.00,20,1,disseration
40.29,-63.33,11.33,207,0,accessory
40.02,-80.00,13.17,34,0,laundry shop
40.24,-80.00,11.92,45,0,accountancy
40.26,-13.47,7.67,1489,0,fashion
40.32,15.00,12.33,50,1,cookbook
40.20,34.29,12.17,350,1,coke
40.31,5.37,10.00,729,0,stress reliever
40.23,353.33,12.25,106,1,facetime
40.58,20.00,12.00,21,1,wedding venue
40.27,15.00,12.50,43,1,livestreame
40.00,20.00,12.00,20,1,money changer
40.00,11.04,8.42,1992,0,appointment
40.36,20.00,12.00,22,1,bamboo furniture
40.35,64.15,-3.75,3991,0,calendar
40.12,20.00,12.00,23,1,chocolate factory
40.23,20.00,12.25,30,1,race track
40.00,20.00,12.00,20,1,hotel reception
39.89,15.00,12.00,22,1,internet cable
40.37,-45.22,10.42,114,0,poker
40.37,8.71,16.08,1131,0,reservation
40.16,30.64,9.83,903,1,consultation
40.37,308.89,11.75,968,1,lipstick
40.51,-21.67,11.00,258,0,liptint
40.26,-30.00,11.58,237,0,tumbler
40.22,908.39,12.50,4874,1,mirror
40.24,35.63,15.42,850,1,tennis
40.32,-61.63,5.25,945,0,ribbon
40.22,15.00,12.08,24,1,cartoon movie
40.09,-56.92,10.08,196,0,hotspot
40.14,-48.76,-30.67,4651,0,agency
40.25,6.67,11.50,1296,0,remote
40.24,420.00,11.92,26,1,roundtable
40.71,-80.00,11.75,32,0,lecheflan
40.00,-80.00,11.92,21,0,health policy
40.16,220.00,13.83,855,1,taxi
40.41,12.17,11.67,1915,0,partnership
40.30,15.20,11.08,3092,1,tiktok
40.37,-80.00,11.83,76,0,coronation
40.27,-75.76,2.25,364,0,watermelon
40.26,57.50,12.17,150,1,lugaw
39.80,-55.00,11.33,33,0,cadaver
40.34,-4.14,-254.42,39494,0,mall
40.48,16.17,4.33,5570,1,discount
40.26,25.13,12.42,461,1,shrimp
40.21,-77.66,-319.08,23057,0,hotline
40.79,31.54,10.33,2050,1,monthsary
40.00,20.00,12.00,20,1,dine table
40.38,35.91,12.25,541,1,arena
40.09,54.38,9.92,71,1,broadband
40.14,26.25,11.83,164,1,terminal
40.33,-38.73,21.67,1283,0,notebook
40.00,20.00,12.00,20,1,budget meeting
39.99,15.00,12.25,43,1,power plant
40.34,264.17,21.58,4232,1,sponsor
40.39,-55.00,11.67,34,0,caldereta
40.30,-15.29,11.08,163,0,calamansi
40.00,20.00,12.00,20,1,fruit store
40.33,886.67,11.00,869,1,radar
40.45,15.00,12.08,25,1,training center
40.25,-12.04,7.08,464,0,sushi
40.46,-30.00,12.00,30,0,discipleship
40.11,178.43,11.50,2060,1,module
40.22,-14.88,26.25,2053,0,cabin
40.17,53.33,12.17,104,1,burrito
40.61,15.00,12.75,66,1,business model
39.84,132880.00,13.75,56225,1,scandal
40.27,11.68,-46.92,43474,0,pandemic
40.34,-13.33,12.50,15879,0,sausage
40.12,36.67,85.92,6574,1,checkpoint
40.22,2920.00,11.92,77,1,overpass
40.00,20.00,12.00,25,1,drug clearing program
40.44,15.00,12.17,48,1,burgersteak
40.19,20.00,12.17,23,1,cokefloat
40.32,-6.56,12.58,428,0,marathon
40.34,15.00,12.42,41,1,scrapbook
40.13,-22.37,8.00,1190,0,inspection
40.37,-27.37,8.67,531,0,pandesal
40.27,20.00,12.67,32,1,buttercream
40.19,-35.00,11.42,240,0,vinegar
40.42,-53.33,11.08,110,0,cocoa
40.89,20.00,12.00,35,1,butter chip
40.09,15.00,12.08,31,1,butt plug
40.29,-1.43,11.33,158,0,bagnet
40.25,84.45,23.08,5173,1,shoe
40.00,20.00,12.00,20,1,butterscotch latte
40.49,-80.00,12.33,34,0,online teaching
40.40,-49.23,7.75,564,0,perfume
40.12,23.33,8.08,774,1,robot
40.00,20.00,12.00,20,1,print service
40.95,20.00,12.17,26,1,government policy
40.33,20.00,12.08,25,1,pakbet
40.34,37.33,-1.00,4844,0,pill
40.41,93.03,16.92,6473,1,career
40.17,-56.92,11.75,104,0,paymaya
40.21,70.00,11.83,39,1,garlic parmesan
40.32,37.81,12.83,2162,1,podcast
40.32,26.67,11.50,73,1,yema
40.34,20.00,12.67,521,1,paypal
40.22,-20.82,9.83,971,0,palace
40.35,-74.93,-44.17,4588,0,viber
40.42,0.00,11.17,65,0,candle light
40.33,20.99,10.92,809,1,kitchen
40.20,148.57,10.92,184,1,supermarket
40.00,20.00,12.00,21,1,research program
40.00,20.00,12.00,20,1,appliance store
40.81,1020.00,25.67,718,1,christmas gift
40.22,40.00,12.83,103,1,water bottle
40.32,45.78,-27.00,12897,0,box
40.23,222.94,57.67,4858,1,health protocol
40.27,-8.89,10.83,1813,0,oreo
39.46,20.00,12.00,20,1,break pad
40.36,186.67,11.92,30,1,carousell
40.27,45.00,11.75,46,1,carpool
40.23,-30.00,10.75,3105,0,carpet
40.25,5.80,17.17,1585,0,cart
40.28,93.33,12.25,167,1,framework
40.23,-34.86,-8.00,3435,0,organization
40.34,15.00,12.17,55,1,pastilla
40.32,11.55,7.83,1796,0,painting
40.59,9.23,18.92,3132,0,compass
40.05,420.00,12.00,23,1,yoghurt
40.10,120.00,12.00,69,1,cannabis
40.13,-14.62,10.75,206,0,agriculture
40.24,184.81,1.25,11280,1,facebook
40.31,-77.54,-214.67,6767,0,gathering
40.26,-18.89,11.67,144,0,camping
40.09,30.00,13.33,743,1,mining
40.29,15.24,12.25,350,1,soju
40.00,20.00,12.00,20,1,budget program
40.16,4.81,43.42,4330,0,guideline
40.26,-48.42,3.33,971,0,seafood
40.33,179.26,10.33,378,1,jewelry
40.00,20.00,12.00,20,1,driver s license
40.37,16.43,0.33,13856,1,dance
40.64,-7.27,11.58,372,0,kerosene
40.13,-66.27,9.83,351,0,capitalism
40.00,20.00,12.00,20,1,serendipity program
40.40,-46.67,11.67,180,0,therapy session
40.22,44.66,10.50,628,1,construction
40.16,520.00,12.00,28,1,inhaler
40.28,-58.45,5.83,1098,0,tablet
40.31,-13.33,14.50,222,0,christmas song
40.05,80.00,11.83,81,1,concentration camp
40.37,-37.14,11.83,131,0,appetizer
39.68,20.00,12.33,24,1,power station
40.37,360.00,12.58,445,1,athletic
40.27,1000.00,14.75,472,1,truffle
40.74,-5.00,14.00,316,0,fiesta
40.57,70.00,18.33,726,1,festival
40.29,15.00,12.00,22,1,toblerone
40.27,-22.86,14.33,1540,0,bathroom
40.18,6.49,13.17,297,0,earphone
40.33,-53.33,10.50,146,0,balcony
40.52,-30.00,11.08,114,0,bedsheet
40.42,20.00,12.00,20,1,beer pong
40.29,33.14,24.33,14269,1,platform
40.55,15.00,21.83,313,1,interpreter
40.22,20.00,12.00,20,1,dustbag
40.08,-5.48,-158.42,8618,0,slogan
40.25,260.00,12.25,94,1,wardrobe
40.48,57.50,11.92,76,1,souvenir
40.10,20.00,10.50,470,1,massage service
40.00,20.00,12.00,20,1,nike factory
40.62,-61.82,10.17,110,0,antioxidant
40.41,90.91,11.75,940,1,postcard
40.26,-63.33,11.67,36,0,titanium
40.41,117.37,23.25,3219,1,music video
40.45,20.00,12.00,20,1,pinakbet
40.43,120.00,13.42,382,1,meditation
40.24,-48.89,10.67,608,0,aircraft
40.18,15.00,12.33,49,1,seminary
40.95,20.00,12.00,22,1,water park
40.70,120.00,11.92,25,1,audio book
40.18,3.33,12.58,153,0,sneaker
40.00,20.00,12.00,20,1,audition program
40.35,270.00,11.83,37,1,pingpong
40.00,20.00,12.00,20,1,wash machine
40.00,20.00,12.00,20,1,magic station
40.00,20.00,12.00,20,1,housing project
40.20,14.97,24.92,10443,0,rope
40.07,15.00,12.50,27,1,card holder
40.19,-80.00,12.17,38,0,morning program
39.68,20.00,12.00,21,1,oxygen pump
40.30,-34.84,12.92,425,0,roller coaster
40.40,83.33,11.58,312,1,bracelet
40.12,-80.00,12.08,41,0,potato chip
40.39,495.47,16.42,1281,1,pillow
40.33,486.67,12.58,94,1,frappe
40.75,282.50,12.83,1186,1,birthday gift
40.00,20.00,12.00,20,1,artowork
40.51,-25.54,11.25,1441,0,worship
40.18,-30.00,11.92,36,0,toilet paper
40.35,100.00,12.83,180,1,syrup
39.99,189.23,12.33,186,1,router
40.58,15.00,12.08,23,1,monopod
40.00,20.00,12.00,20,1,rice ball
40.00,20.00,12.00,20,1,swim pool
40.58,20.00,12.00,21,1,cellgroup
40.65,-30.00,11.92,52,0,beef tapa
40.00,20.00,12.00,20,1,farming material
40.44,105.00,11.83,214,1,incentive
40.28,282.50,12.92,190,1,inventory
40.49,-80.00,8.75,198,0,photocopy machine
40.42,-80.00,11.58,46,0,intramural
40.60,15.00,12.00,40,1,desktop computer
40.00,20.00,12.00,20,1,bake house
40.00,20.00,12.00,20,1,card binder
40.39,-80.00,11.92,20,0,service revenue
40.25,57.50,11.67,253,1,backyard
40.26,-13.33,12.92,90,0,saddle
40.46,20.00,12.08,79,1,battlepass
40.00,20.00,12.00,20,1,inovation
40.44,20.00,11.92,23,1,sari sari store
40.18,-35.17,11.00,289,0,benchmark
40.18,-5.00,12.08,136,0,embassy
40.00,20.00,12.17,28,1,shipyard
40.20,-30.00,11.67,34,0,oatmeal
40.01,-13.33,12.00,34,0,nokia
40.42,20.00,11.25,89,1,toner
40.35,100.00,11.92,41,1,liempo
40.28,-80.00,12.33,50,0,cooking skill
39.98,-25.45,50.50,2305,0,ambulance
40.00,20.00,12.00,22,1,skim boarding
40.31,-58.38,11.00,401,0,picnic
40.02,11.67,13.75,630,0,photoshop
40.45,20.00,12.00,23,1,wall clock
40.21,38.18,11.67,118,1,processor
40.61,15.00,12.08,24,1,moon cake
39.87,203.33,12.08,103,1,coffin
40.36,-51.43,11.58,32,0,automation
40.70,-80.00,11.92,20,0,nobel prize
40.18,18.31,38.50,10659,1,fund
40.27,-80.00,12.17,35,0,cashless payment
40.30,45.00,21.42,305,1,mukbang
40.88,20.00,12.00,21,1,snow shoe
40.31,-55.00,12.08,46,0,encyclopedia
40.08,20.00,12.00,20,1,track number
40.27,10.91,12.08,312,0,nursing
40.14,-7.27,11.75,131,0,ketchup
40.28,-18.46,6.92,1446,0,competition
39.99,260.00,12.33,285,1,gymnastic
40.24,21.96,12.67,1320,1,surgery
40.27,-80.00,11.92,71,0,rubber tree
40.13,-26.05,7.75,330,0,medication
40.14,-80.00,-20.33,1649,0,evacuation center
40.53,-80.00,12.17,26,0,sterilizer
40.49,120.00,11.58,84,1,podium
40.30,77.89,11.83,571,1,poetry
40.41,69.24,-21.67,13182,0,vlog
40.11,-45.63,9.58,723,0,ordinance
40.22,-30.00,11.58,46,0,drag race
40.29,40.00,11.83,60,1,gaming chair
40.21,-5.00,11.42,199,0,scissor
40.00,20.00,12.00,20,1,government license
40.31,-61.31,-18.83,2532,0,influencer
40.24,-31.66,-17.75,4177,0,stable
40.05,20.00,12.08,24,1,protection program
40.15,4.21,14.50,529,0,ceremony
40.47,70.00,11.83,64,1,whiteboard
40.56,-80.00,11.92,23,0,parking ticket
40.76,-80.00,11.83,21,0,pinoy food
40.29,3.78,12.08,419,0,animation
39.85,20.00,12.00,22,1,bamboo earring
39.11,20.00,12.00,20,1,customer service program
40.00,20.00,12.00,20,1,banana graham
40.31,120.00,11.92,27,1,banana cupcake
40.19,170.00,12.17,23,1,wiper
40.44,207.50,13.42,857,1,playground
40.34,253.33,12.17,46,1,coffee maker
40.11,8.00,21.75,674,0,manufacture
40.15,-51.43,11.83,53,0,playstore
40.23,2.57,10.25,3884,0,hunt
40.28,18.87,19.58,3182,1,church
40.15,4.21,14.50,529,0,ceremony
40.43,-79.37,-185.25,8043,0,booster
40.29,-30.00,11.67,42,0,carwash
40.27,86.67,12.58,76,1,google drive
39.79,2020.00,13.42,122,1,crime prevention
40.30,280.00,13.42,244,1,envelope
40.52,-10.93,26.83,5644,0,celebration
40.01,320.00,12.08,32,1,playbook
40.00,20.00,12.00,20,1,plasma ball
40.29,-37.00,6.08,680,0,membership
40.00,20.00,12.00,20,1,conservation center
40.40,20.00,12.00,22,1,riverfront
40.19,38.87,11.42,720,1,topping
40.00,20.00,12.00,20,1,building equipment
40.45,-26.15,11.58,56,0,boutique
41.00,20.00,12.00,20,1,bandy
40.05,-42.50,11.83,158,0,junk food
40.19,37.65,11.58,196,1,dictionary
40.43,-43.64,10.67,201,0,diving
40.22,-80.00,14.08,179,0,cashless transaction
40.00,20.00,12.00,20,1,photo journalist
40.33,15.00,12.33,29,1,monastery
40.13,1.08,10.67,324,0,homework
40.29,-18.38,-0.67,2788,0,model
39.83,34.29,12.08,1486,1,accident
40.22,27.14,12.33,294,1,shipment
40.89,20.00,12.42,29,1,life planner
40.42,-40.00,12.00,206,0,bouquet
40.00,20.00,12.00,20,1,sport bike
40.46,-80.00,11.75,24,0,caravan
40.30,-80.00,12.00,20,0,peppercorn
40.32,3.33,11.67,74,0,napkin
40.42,22.00,9.67,1423,1,phone case
40.41,370.00,12.58,154,1,skype
40.27,-59.10,8.17,409,0,backpack
40.00,20.00,12.00,20,1,negoriator
40.62,-55.00,11.67,20,0,business opportunity
40.35,20.00,11.83,21,1,buttermilk
40.32,-48.58,-210.33,16598,0,plant
40.19,50.25,20.50,6720,1,culture
40.47,60.00,12.17,42,1,marshmallow
40.27,90.59,12.33,164,1,character development
40.45,-80.00,11.92,32,0,evaluator
40.41,20.00,11.92,46,1,tempura
40.40,-13.14,-1.08,2725,0,motivation
39.92,-51.11,9.08,3654,0,corruption
40.23,-9.54,-104.33,105198,0,vote
40.21,-80.00,11.92,21,0,movie maker
40.00,20.00,12.00,20,1,movie club
40.26,12.93,13.42,791,0,salt
40.21,-39.57,-43.92,6021,0,profession
40.32,-26.67,11.25,92,0,movie marathon
40.22,20.00,12.17,24,1,chimney
40.27,31.11,11.83,93,1,nicotine
40.47,-22.20,-55.08,6752,0,treasure
40.00,20.00,12.00,20,1,rectuiter
39.80,20.00,12.00,20,1,ocean park
40.15,30.00,11.75,101,1,warranty
40.05,-28.85,462.83,32837,0,politic
40.23,-8.26,10.17,383,0,outlet
40.35,1274.55,11.50,612,1,amazon
40.62,20.00,12.00,20,1,beach wedding
40.05,-68.89,11.92,92,0,citizenship
40.00,20.00,12.00,20,1,development center
40.12,3220.00,12.25,272,1,shakey
40.09,694.78,17.25,7435,1,messenger
40.57,210.91,11.08,211,1,mooncake
40.26,57.50,11.58,80,1,inuman session
40.59,15.00,12.00,62,1,barometer
40.37,-80.00,11.50,42,0,muscovado
40.20,14.21,7.75,2827,0,evolution
39.51,20.00,12.00,22,1,card system
40.49,20.00,12.00,35,1,solitaire
40.23,5.71,15.08,171,0,snowflake
39.99,-80.00,11.67,22,0,sketchpad
39.54,20.00,12.00,23,1,dropbox
39.99,20.00,12.00,21,1,observatory
40.37,15.00,12.00,25,1,street art
39.91,15.00,12.08,22,1,music studio
40.00,20.00,12.00,20,1,felicity center
40.00,20.00,12.00,20,1,shortcome
40.32,2508.00,13.58,1488,1,banner
40.28,10.00,12.08,73,0,barbecue
40.67,15.00,12.00,22,1,music club
39.99,-68.66,-100.50,9268,0,pedestrian
40.40,11.67,12.17,311,0,companion
40.50,70.00,11.83,24,1,music producer
40.51,203.33,12.75,214,1,safety measure
40.32,9.23,10.50,780,0,arrangement
40.34,720.00,12.67,174,1,sanitation
40.30,433.33,11.50,565,1,stakeholder
40.33,220.00,12.17,29,1,powerplant
40.40,-42.16,13.33,1426,0,medal
39.52,270.00,12.58,74,1,poisoning
40.32,-35.56,11.25,28,0,disinfectant
40.41,43.08,11.25,106,1,yahoo
40.19,-5.32,8.08,2590,0,supply
40.37,34.81,16.67,1498,1,reunion
40.25,34.29,11.00,457,1,zoom meeting
40.29,2.26,11.83,583,0,samgyup
40.72,-30.00,11.83,33,0,film maker
40.17,15.00,12.25,29,1,jacuzzi
40.49,20.00,12.33,24,1,cetaphil
39.63,15.00,12.00,20,1,clarinet
40.39,-77.59,-73.33,6936,0,newspaper
40.75,-80.00,13.50,201,0,beneficiary
40.35,15.00,12.08,48,1,security assistance
39.64,-39.13,-137.92,12163,0,violation
40.31,61.67,11.33,133,1,milkshake
39.75,15.00,12.00,21,1,ratbag
40.00,20.00,12.00,20,1,mystery awarding
40.01,156.36,13.17,224,1,taxpayer
40.76,-80.00,11.83,27,0,note card
40.23,23.50,10.67,1237,1,google
40.27,15.24,12.42,1744,1,sugar
40.49,107.27,12.33,1095,1,diamond
40.19,-46.67,12.00,59,0,projector
40.12,-62.44,8.58,1814,0,barrier
40.38,240.00,12.58,98,1,motherhood
40.26,20.00,12.00,26,1,watchparty
40.48,26.28,33.92,4739,1,benefit
40.31,240.00,10.92,268,1,orchid
40.11,-80.00,11.92,23,0,water ball
40.23,53.33,12.00,163,1,orchestra
40.26,25.99,15.75,1509,1,shopee
40.66,20.66,-77.67,25037,0,talent
40.02,-15.59,9.08,1451,0,electricity
40.18,-49.09,-38.25,5256,0,policy
40.36,24.35,10.67,510,1,blanket
40.24,-24.04,14.33,1913,0,iphone
40.34,-22.86,10.17,326,0,songwriter
40.07,5900.00,12.67,789,1,shopping mall
40.62,-80.00,11.25,99,0,repellant
40.11,-22.86,12.17,118,0,paycheck
40.32,36.67,11.50,330,1,tofu
39.79,-46.67,11.75,29,0,paracetamol
40.36,-52.13,5.50,694,0,soap
40.71,20.00,12.00,20,1,sampalok
39.79,-80.00,11.83,21,0,water cannon
40.00,20.00,12.00,20,1,donation program
40.25,213.75,11.17,328,1,psychology
40.41,520.00,12.50,90,1,board game
40.28,620.00,12.58,139,1,baseball
40.32,400.00,12.33,114,1,pineapple juice
40.23,-58.08,7.08,469,0,fancam
40.00,20.00,12.00,20,1,lightstick strap
40.25,94.55,21.25,20694,1,typhoon
40.25,15.00,12.17,27,1,doorbell
40.49,15.00,12.25,35,1,dirtbag
40.30,15.00,12.58,54,1,fraternity
40.48,15.00,12.00,21,1,coliseum
40.20,210.00,12.08,164,1,telephone
40.28,93.33,13.33,488,1,trophy
39.87,30.00,11.33,185,1,body clock
40.36,9.66,14.42,2571,0,diversity
40.00,20.00,12.00,20,1,beatboxe
40.33,34.29,13.75,337,1,starbuck
40.30,6.67,11.42,114,0,samsung
40.01,15.00,12.00,22,1,home depot
40.60,-63.33,11.75,46,0,life coach
39.98,220.00,11.92,72,1,fisherman
40.00,20.00,12.17,38,1,anarchy
40.14,-80.00,13.00,45,0,snowman
40.37,45.00,12.33,51,1,chapel
40.50,162.86,13.83,381,1,safety protocol
39.91,54.62,10.42,508,1,psychiatrist
40.19,20.00,12.92,139,1,mullet
40.09,15.00,12.00,25,1,forestry
40.31,31.76,12.08,1536,1,transition
40.45,15.00,12.58,96,1,blackjack
40.18,38.58,7.67,960,1,resume
39.93,1980.00,11.75,428,1,blacklist
40.00,20.00,12.00,20,1,fitness mall
39.99,-80.00,11.92,31,0,savemore
40.27,47.30,14.42,8918,1,knowledge
40.45,20.00,12.00,22,1,lacoste
40.00,20.00,12.00,20,1,meter shore
40.13,23.33,10.50,206,1,casino
40.33,65.07,10.33,8356,1,crown
40.12,120.00,11.83,50,1,metrobank
40.36,15.00,12.00,27,1,frappuccino
40.00,20.00,12.00,20,1,traffic regulation
40.04,67.67,16.50,1833,1,politician
40.00,20.00,12.00,20,1,ayala center
40.33,4.44,11.25,419,0,spaghetti
40.15,-55.00,11.83,21,0,rice bowl
40.22,31.11,12.67,144,1,booze
40.21,15.00,12.42,39,1,questionnaire
40.00,20.00,12.00,20,1,career management
